location,date,lat,lon,rain_3day,rain_7day,wave_h,elevation,slope,dist_coast,flooded
Lamu,2026-01-23,-1.9707924125359841,40.76657639601526,41.09,98.38,1.57,9.72,0.0,9.6,1
Lamu,2026-01-26,-2.3494070608917053,40.987278815560614,15.86,58.77,0.54,16.66,0.0,2.55,0
Lamu,2026-02-08,-2.321561294193779,40.88408893565267,22.23,45.0,0.75,31.36,1.1,2.69,0
Lamu,2026-02-04,-2.1324625478134203,41.05777233875318,19.35,40.83,0.85,1.74,2.69,1.04,1
Lamu,2026-02-18,-2.272711015867364,40.82173800533501,4.66,17.8,1.69,28.37,1.36,1.79,0
Lamu,2025-12-19,-1.9978418417118746,40.89452806255264,53.45,58.33,2.06,32.61,1.39,3.51,1
Lamu,2025-12-07,-2.3242770260779197,40.845436557697674,20.89,25.71,2.36,22.8,0.0,0.54,1
Lamu,2026-02-14,-2.027099235600068,40.99189794275485,16.29,73.97,0.54,9.96,0.0,3.1,0
Lamu,2025-12-17,-2.0616989553423966,40.96002663202135,9.36,40.45,2.35,46.65,0.0,0.08,1
Lamu,2026-02-05,-2.3447219335385756,40.861077848597226,51.51,63.99,0.58,17.02,3.31,0.14,1
Lamu,2025-12-24,-2.074355745092374,41.00504205718795,26.64,28.59,2.1,0.0,2.89,1.14,1
Lamu,2026-01-12,-2.223609829852638,40.81808386189329,71.48,74.93,1.53,13.59,3.86,3.17,1
Lamu,2026-02-04,-2.0734208775815057,40.777453407275644,0.26,15.06,1.0,0.0,2.98,1.71,0
Lamu,2025-10-31,-2.218786382028554,40.950000317024056,27.44,55.17,1.36,23.55,2.24,0.61,1
Lamu,2026-01-05,-2.128502088963723,40.84448222218325,43.04,109.83,1.77,10.91,0.0,2.17,0
Lamu,2026-01-04,-2.3060629772293604,41.045800674105244,83.28,131.18,1.65,24.88,2.7,5.56,1
Lamu,2026-01-17,-1.999392669082089,40.903483988936635,8.32,17.93,2.8,0.0,5.33,0.93,1
Lamu,2026-01-06,-2.2492084275588042,40.958545897439514,8.29,16.59,0.84,29.58,0.2,5.62,1
Lamu,2025-11-24,-2.4376730277138074,41.07946680725826,82.21,109.42,0.56,7.89,2.2,0.19,1
Lamu,2026-01-26,-2.420719746334948,41.038407530674796,30.62,47.38,2.06,26.86,0.0,2.22,1
Lamu,2025-12-07,-2.097692442854001,40.84456957112055,30.04,59.67,0.81,8.24,0.68,3.77,1
Lamu,2026-01-03,-2.394100129741361,40.896679229117765,21.23,23.7,1.45,31.25,0.0,0.43,1
Lamu,2026-01-13,-2.3669111193779195,40.8910771331934,17.23,54.73,2.65,7.17,3.3,0.97,0
Lamu,2025-11-10,-2.0939015589491894,41.00572588957462,10.38,24.35,2.46,30.24,1.88,0.44,0
Lamu,2026-01-26,-2.381679820328797,41.080720688490786,7.4,41.56,0.7,23.96,1.22,2.14,0
Lamu,2026-01-19,-2.0467892123472775,40.9395417721237,59.27,79.49,2.63,5.18,1.26,1.34,1
Lamu,2025-11-25,-2.111459911264517,40.92120468071757,12.33,39.4,2.46,4.21,0.32,0.85,1
Lamu,2026-02-23,-2.319387743854173,40.87335542896838,49.51,79.21,0.78,18.41,3.66,0.86,1
Lamu,2025-12-12,-2.3239704801495913,41.0401878789192,18.96,54.0,1.19,23.57,1.95,0.48,1
Lamu,2026-02-11,-2.2145333398335394,41.04323619413705,28.86,88.28,2.56,26.32,2.26,0.92,0
Lamu,2026-02-03,-2.3135023679121547,40.86224149747147,60.66,72.62,0.52,6.61,2.75,4.29,1
Lamu,2025-11-25,-2.0015172992762014,40.77527541411501,36.73,64.21,2.42,13.5,4.86,0.47,1
Lamu,2025-11-08,-1.9883104504784557,41.094872097151814,23.4,31.33,2.15,26.83,2.61,1.14,1
Lamu,2026-02-03,-2.068905987895671,40.83188239495609,15.96,34.1,0.63,6.38,3.67,0.77,1
Lamu,2025-11-21,-2.3802143342711504,41.08797251690738,41.12,50.8,2.52,26.95,2.57,1.95,1
Lamu,2026-01-31,-2.1041818824553222,40.86028854104009,25.37,52.99,0.69,17.94,4.93,4.34,0
Lamu,2025-11-03,-2.061243180011159,40.904723716299785,20.14,31.75,1.58,33.28,0.0,1.55,1
Lamu,2025-12-04,-2.293552579763859,40.88287983157004,11.25,24.34,2.96,17.14,3.61,2.25,1
Lamu,2025-11-03,-2.27353418705743,41.098197227787125,16.95,25.95,1.43,4.06,2.19,4.02,0
Lamu,2026-01-26,-2.4148716626029687,40.75204689842625,15.31,52.2,1.35,24.3,3.44,1.73,1
Lamu,2025-12-25,-2.1773680982349637,40.97190909806994,30.13,50.84,2.5,11.78,1.65,5.39,1
Lamu,2026-01-31,-2.2894798002777113,40.78926232205825,18.69,36.85,2.21,16.81,2.58,2.21,1
Lamu,2026-01-30,-2.4486714061412855,40.88970013727715,15.81,21.13,0.65,23.16,4.39,0.06,0
Lamu,2025-11-08,-2.4404525358729985,40.83650481050018,13.76,20.05,1.51,22.02,0.0,1.34,0
Lamu,2025-11-12,-1.95714110985922,40.913129709756845,43.14,74.29,2.78,16.68,5.87,0.2,1
Lamu,2025-12-26,-2.186596320673643,40.85219549650676,21.34,34.62,1.53,20.08,4.08,1.89,1
Lamu,2026-01-08,-2.1343356616651894,40.94819918745336,64.75,89.53,1.17,40.73,3.0,1.07,1
Lamu,2026-02-17,-2.0592982276491933,41.05151619580381,14.39,30.42,0.62,25.08,0.0,0.67,0
Lamu,2025-10-29,-2.0749749024532185,40.88222879518955,29.94,49.11,0.64,10.2,0.24,2.85,1
Lamu,2026-01-12,-2.1771784595407597,41.09699583024347,7.2,18.32,2.45,18.14,0.0,2.08,0
Lamu,2025-11-04,-2.100142714885574,40.829658502370506,6.06,45.79,2.44,16.79,3.62,2.48,1
Lamu,2026-01-24,-2.069215699788552,40.93512319454709,16.91,34.68,1.31,39.9,3.67,0.59,0
Lamu,2025-11-19,-2.0078034928339186,40.964737213496875,25.11,35.9,2.67,31.05,0.05,7.01,0
Lamu,2025-12-25,-2.055165583052544,40.821081036770124,31.36,49.62,0.51,16.66,2.49,3.02,1
Lamu,2025-11-18,-2.276207942486789,40.954004781561615,28.16,56.04,2.08,16.54,1.19,1.4,1
Lamu,2025-11-26,-2.086185783172284,40.92586248876979,79.79,116.84,2.74,11.2,4.46,4.2,1
Lamu,2025-11-18,-2.3069961352830077,40.995012382251,31.75,52.59,1.39,17.62,2.9,1.71,1
Lamu,2025-12-22,-2.3729460168718925,41.03656332693067,12.85,34.29,2.39,0.0,4.18,0.29,1
Lamu,2025-12-14,-2.2988988428399395,41.04846369062589,38.35,70.63,1.43,10.16,0.88,2.35,1
Lamu,2026-02-21,-2.353222110428146,41.01367044711011,27.81,57.36,2.06,18.94,0.0,3.24,1
Lamu,2025-11-27,-2.043707235121513,40.76216241584782,22.23,23.3,1.48,19.29,1.97,5.28,0
Lamu,2026-01-11,-2.140602942681812,40.99173087451819,18.8,50.58,1.8,8.11,5.14,1.84,0
Lamu,2025-10-30,-1.9843067182926244,41.04493424848011,24.77,67.15,0.88,19.95,0.0,0.63,1
Lamu,2026-01-27,-2.124235257435238,41.060487769905926,38.25,41.84,3.0,0.25,5.58,3.07,1
Lamu,2026-01-20,-2.1310764796463566,40.80797639442879,15.7,25.05,1.06,6.04,2.75,0.21,0
Lamu,2026-02-20,-2.1761671928040807,40.94941587925227,47.45,63.88,0.98,6.63,5.17,6.1,1
Lamu,2026-02-17,-2.3806400002600157,41.09250195398063,37.61,68.54,1.52,3.2,2.54,0.26,1
Lamu,2025-12-10,-2.3858137797831334,41.03706765734711,26.68,63.21,2.08,28.35,5.19,4.33,1
Lamu,2025-12-20,-1.9507920385203843,41.036838938203054,44.19,59.64,2.6,15.2,2.64,1.46,1
Lamu,2026-02-06,-2.0556157676356563,41.02017584088147,27.07,54.1,2.36,26.73,2.42,0.11,1
Lamu,2025-12-24,-1.9510859443805706,41.023885790703986,29.11,73.48,1.94,34.07,0.0,2.14,1
Lamu,2026-01-14,-2.1836749521131003,41.081836544333775,18.8,53.03,2.12,31.33,2.93,0.96,0
Lamu,2025-11-30,-2.4150227111303164,40.88086856273807,13.71,20.83,2.4,19.33,5.81,7.94,1
Lamu,2026-02-12,-2.410031876825394,40.78923946116605,14.1,18.54,2.61,13.13,2.12,0.45,1
Lamu,2025-11-28,-2.087564674232496,40.75286823063742,33.33,57.53,2.28,24.27,1.73,0.32,1
Lamu,2025-11-13,-1.9778990123315732,40.79241300846239,7.88,15.38,0.79,30.98,0.59,3.8,0
Lamu,2025-12-16,-2.3513597550913867,41.01945781418702,24.61,26.13,2.35,18.62,2.42,1.94,1
Lamu,2026-01-04,-2.4195468807044493,41.09799324542292,20.16,44.83,1.21,20.73,1.59,0.59,1
Lamu,2025-11-02,-2.168490289474524,40.864853986559574,22.76,52.36,2.01,23.48,0.0,3.18,1
Lamu,2026-01-01,-2.2888127968199448,40.77486592111793,14.06,49.39,2.41,39.96,1.64,0.41,1
Lamu,2025-12-20,-2.252524566908725,40.80817030039739,30.04,62.01,2.91,20.76,4.72,0.98,0
Lamu,2026-02-17,-2.1287320288187317,40.94887989833836,48.73,66.52,1.78,32.09,1.56,1.21,1
Lamu,2025-11-08,-2.1163214777394628,40.83525051074836,23.43,69.27,0.88,0.3,4.7,4.7,0
Lamu,2025-11-04,-2.1871465184426966,40.91561807808575,42.05,73.96,2.86,0.0,6.41,0.94,1
Lamu,2025-12-08,-2.1041539654947163,40.943970613311,41.47,64.43,1.54,27.07,2.74,4.15,1
Lamu,2025-12-02,-2.108581467197558,41.056843031232496,76.81,136.77,1.86,28.67,3.14,8.48,1
Lamu,2026-02-11,-2.1492400091422525,40.78661815955405,43.18,49.59,0.64,3.54,0.0,1.04,1
Lamu,2026-02-20,-2.3859489985146514,41.002290469941826,67.65,92.85,2.25,10.15,7.37,0.68,1
Lamu,2026-02-15,-2.4413319694001983,41.04785627877972,13.37,25.33,1.65,17.5,0.06,0.49,1
Lamu,2026-01-07,-2.1929035088747386,41.07770021386193,8.01,34.96,2.43,8.07,1.2,4.08,0
Lamu,2025-11-04,-2.307418832202954,40.8673465803275,12.24,21.1,1.02,33.84,1.51,0.36,1
Lamu,2025-12-06,-2.318947683583764,40.93234228782016,3.69,17.98,2.54,24.74,4.44,0.27,0
Lamu,2026-01-02,-2.4195717967391692,40.825833882846105,85.51,107.22,1.72,0.0,1.1,1.74,1
Lamu,2025-11-17,-2.4271947896746506,40.78707419438041,23.89,32.07,0.64,8.74,2.43,2.15,1
Lamu,2025-12-27,-2.2736513135650895,40.75353978946492,23.23,44.43,1.62,17.08,2.23,0.49,1
Lamu,2025-11-23,-2.3092368177951283,40.96711259449368,24.64,91.83,1.23,20.38,4.94,1.59,1
Lamu,2025-12-22,-2.390636855257754,40.818018952615674,32.51,76.54,1.4,13.31,0.0,0.23,1
Lamu,2026-01-03,-2.3444308962626534,40.87673290845765,3.91,35.4,1.84,8.67,1.86,0.36,0
Lamu,2026-02-14,-2.3378577671158656,40.94994510247574,13.4,63.14,1.44,5.48,2.08,0.17,0
Lamu,2025-12-25,-2.441378814897205,41.016379710218075,20.52,34.11,1.57,22.49,0.0,2.51,0
Lamu,2026-02-04,-2.077427729281623,40.769871576213376,27.29,58.52,1.48,17.29,2.4,0.26,1
Lamu,2025-12-31,-2.4305253789544263,40.97989631227844,14.28,56.04,1.09,3.63,0.0,4.11,1
Lamu,2025-11-12,-2.1760438922464065,40.9292409525562,62.94,102.59,0.59,3.34,1.52,1.89,1
Lamu,2026-02-13,-2.4347402498591233,40.976407183810664,22.5,52.56,0.99,10.0,1.95,1.03,1
Lamu,2025-11-15,-2.29965470582548,41.056779773344566,31.57,70.58,1.6,12.51,1.02,2.11,1
Lamu,2025-12-06,-2.1430194955268664,41.08191127680437,9.56,31.91,0.67,0.0,1.19,0.43,1
Lamu,2025-11-28,-2.3810556621666836,40.98858163198086,23.53,50.75,1.29,34.84,0.0,0.15,1
Lamu,2026-01-25,-2.136853897638375,40.85827726472006,14.1,32.12,1.84,19.49,2.83,1.04,1
Lamu,2026-01-21,-2.204688950769459,41.034872485796,20.34,50.87,1.44,29.79,0.54,3.03,0
Lamu,2025-12-27,-2.059371968628333,40.76922163433458,19.71,57.31,0.61,0.0,0.0,3.88,1
Lamu,2025-11-30,-1.9916179810777972,40.87119367301486,13.9,115.31,1.29,6.29,3.94,3.7,0
Lamu,2026-01-07,-2.121761827433539,40.970413663822235,113.0,138.77,1.74,17.43,0.76,2.86,1
Lamu,2025-12-21,-2.269987287434589,40.92896604777561,17.08,31.68,1.35,23.34,3.92,1.07,0
Lamu,2025-11-10,-2.121969252599112,41.02510163615936,16.45,50.95,2.71,0.0,3.92,9.19,1
Lamu,2026-01-17,-2.409271023900509,40.88183017524748,23.38,32.69,1.47,0.0,3.42,3.86,1
Lamu,2025-12-29,-2.170957396783341,41.010093845728996,21.75,35.06,2.31,21.34,3.45,0.69,1
Lamu,2025-12-29,-2.2412304799829355,40.86717513726256,5.84,8.29,1.97,17.15,1.23,0.94,1
Lamu,2026-01-08,-2.127872025454922,40.98218325768423,10.14,20.89,2.16,6.28,1.73,1.13,1
Lamu,2025-11-15,-2.3034028402303806,40.884954188054856,50.14,54.71,1.35,0.0,0.47,6.32,1
Lamu,2025-11-19,-2.0163885827419445,40.810870994260675,12.92,55.38,1.38,14.38,0.0,2.34,1
Lamu,2025-11-24,-2.228645750396961,40.83637169751954,24.09,46.42,2.41,21.22,3.54,1.19,1
Lamu,2026-01-11,-2.0629610547378223,40.87935203236838,2.32,74.0,0.71,24.41,2.25,0.46,0
Lamu,2025-12-19,-2.057606974244738,40.82921636135941,55.8,64.83,1.21,10.51,2.84,0.4,0
Lamu,2026-01-30,-2.290427214682727,40.854914783545645,9.34,16.01,2.48,1.46,6.45,1.68,1
Lamu,2025-12-29,-2.337596918632644,40.854185172759706,34.26,67.59,0.75,33.6,3.62,0.43,0
Lamu,2025-11-13,-2.3421088652529756,40.80937736147066,34.02,47.98,1.46,16.33,3.4,2.2,1
Lamu,2026-01-02,-2.40308371109169,41.03452042953099,31.57,60.76,2.86,0.0,5.93,3.69,1
Lamu,2026-01-28,-1.9880528719383774,40.86758213282264,35.27,72.37,1.95,21.22,1.21,1.23,1
Lamu,2025-11-16,-2.0933965872635723,40.782810924701685,11.32,17.87,1.17,0.0,0.35,1.86,1
Lamu,2025-11-23,-2.4295981136927183,41.03142533502127,31.52,41.66,2.93,10.02,1.61,3.41,1
Lamu,2026-01-19,-2.1834121976015077,40.998876382464644,50.14,53.47,2.91,25.52,0.64,5.75,1
Lamu,2025-11-01,-2.1831278758786214,40.82640958779384,61.2,72.77,2.42,15.0,1.22,0.95,1
Lamu,2026-02-04,-2.271823503473876,41.024465495707666,29.69,45.37,0.8,19.97,1.67,13.34,1
Lamu,2025-12-15,-2.4210451357212754,41.00588321588804,66.98,76.19,2.91,10.61,2.13,0.81,1
Lamu,2025-11-03,-2.4369290794707976,40.77038745997397,18.07,32.5,2.66,21.59,2.61,0.03,1
Lamu,2025-11-08,-2.4485098339226243,40.9182354508557,33.8,46.04,1.22,25.87,0.0,0.58,0
Lamu,2026-02-15,-2.1890887219742647,40.98250043398718,32.51,54.9,2.01,23.97,1.1,4.36,0
Lamu,2025-11-15,-2.1452386869642166,40.85415195501635,13.9,48.78,1.71,47.94,2.58,0.33,1
Lamu,2025-12-20,-2.349143255254551,40.76277519758787,13.35,24.89,1.08,26.35,0.19,0.45,1
Lamu,2026-01-07,-2.39578548026615,40.94164118407149,36.78,71.44,2.79,13.95,2.63,0.1,1
Lamu,2026-01-02,-2.307531212905659,40.9577701083204,20.63,53.06,1.17,13.4,5.09,1.39,1
Lamu,2025-12-07,-1.9750153523381608,40.838575534362825,23.49,39.23,2.18,38.01,0.0,0.12,0
Lamu,2026-02-18,-2.360864935636261,40.971941920061575,34.6,94.15,1.12,12.95,3.41,2.52,1
Lamu,2025-12-09,-2.3414306353204113,41.074960271180565,13.28,26.3,1.12,32.45,3.1,0.4,0
Lamu,2026-01-07,-2.1943452267833816,40.969293564640914,10.46,19.67,1.92,30.34,0.77,2.66,0
Lamu,2025-12-13,-1.9578109205978516,40.832608418325684,71.44,80.01,0.76,10.3,0.0,5.67,1
Lamu,2025-11-28,-1.9995870169081083,40.84211165667807,19.05,47.41,0.9,0.0,2.49,2.34,0
Lamu,2025-12-08,-2.2421396475181674,40.96088441082511,8.8,56.16,2.72,29.43,0.0,2.25,1
Lamu,2025-11-29,-2.1828258175786086,41.02803436164018,29.8,73.76,0.5,20.97,4.14,0.81,0
Lamu,2026-01-11,-2.0303821250754575,40.999098529150054,35.33,40.2,1.72,15.33,2.59,1.25,1
Lamu,2026-01-04,-2.1550845697231558,40.790564153476026,2.89,33.11,2.06,31.06,2.85,0.04,0
Lamu,2026-01-10,-2.3049238875980294,40.923049702450236,21.02,22.99,2.57,25.31,2.46,5.2,1
Lamu,2026-01-27,-2.2312205036104764,40.88689607310709,19.7,44.06,2.2,34.87,0.0,6.84,0
Lamu,2025-12-17,-2.1579537799794397,40.97663917874202,22.25,51.78,0.87,21.29,0.67,0.43,0
Lamu,2025-11-12,-2.340339673608761,41.041772206208634,10.22,68.3,1.55,26.81,2.62,4.69,1
Lamu,2025-11-17,-2.0502220914754288,40.98528034378112,5.95,20.6,0.77,13.25,0.22,0.32,1
Lamu,2025-11-01,-1.9991039283185899,40.894219612185445,6.26,27.0,1.68,15.28,1.95,1.28,1
Lamu,2026-01-13,-2.376114037631926,40.930143824966436,17.81,22.62,2.34,7.89,1.36,1.06,0
Lamu,2025-12-25,-2.2383664758830712,40.849693200146405,1.61,10.09,0.75,0.78,3.52,1.84,1
Lamu,2025-12-21,-2.1656182594335918,40.78561277215115,25.62,41.69,2.47,20.65,4.05,3.8,1
Lamu,2026-02-15,-2.231827177976852,41.0132141506397,30.32,57.47,1.04,10.33,1.05,6.39,0
Lamu,2025-10-31,-2.4179138729072407,40.86645738506642,27.49,66.08,2.53,35.97,0.0,0.18,0
Lamu,2026-01-14,-1.9991742272623885,41.02208596690922,26.94,51.49,2.47,27.8,5.19,0.39,1
Lamu,2025-10-30,-2.307254568779208,40.91134882676594,38.26,54.6,2.05,38.4,2.7,0.5,1
Lamu,2025-12-24,-2.254964382635885,40.89918700189447,20.95,60.51,0.53,3.81,2.15,0.38,0
Lamu,2026-02-06,-2.0938588291967366,40.9277365805668,28.19,59.35,2.06,13.74,4.39,1.39,0
Lamu,2025-11-14,-2.13990844323292,40.9690696611058,17.2,71.43,2.02,17.18,6.63,3.54,0
Lamu,2025-12-25,-2.2261772349251467,40.88452661138489,4.83,38.54,1.66,0.0,0.5,6.22,0
Lamu,2026-01-06,-2.100085798271914,40.9502182469546,15.58,27.19,2.97,1.9,0.48,1.41,1
Lamu,2025-12-16,-2.447842096116003,40.87605186395208,9.05,23.77,0.79,19.23,0.0,1.86,0
Lamu,2026-01-25,-2.322722103598437,41.011779246844284,8.68,44.78,2.96,19.17,1.38,4.82,0
Lamu,2025-12-29,-2.1452742949141523,40.95857565838839,38.06,83.66,2.45,20.66,4.52,2.05,1
Lamu,2025-12-31,-2.194958328010951,40.8871716498496,46.8,130.47,2.25,18.87,5.92,4.21,0
Lamu,2025-11-18,-2.234410329240629,41.061188892547804,10.95,55.44,2.01,30.84,4.49,0.49,0
Lamu,2026-02-04,-2.0438916452819935,40.989503676755184,45.55,89.17,1.24,20.54,3.23,0.02,0
Lamu,2026-01-11,-2.228774985127802,41.07556434046405,15.66,29.03,0.58,33.2,3.74,0.43,1
Lamu,2025-11-02,-2.0459435374031116,40.82653259072512,14.35,88.05,0.88,22.07,0.29,0.53,0
Lamu,2026-01-10,-2.2003615822289166,40.96822201201047,24.12,37.05,2.52,4.55,2.76,0.31,1
Lamu,2025-12-16,-2.045656557871652,40.7937592201971,37.16,56.0,0.75,29.95,2.84,1.42,0
Lamu,2026-01-16,-2.447218619850664,41.08053169624793,30.96,103.14,2.88,7.27,0.0,3.93,0
Lamu,2025-11-22,-2.244993826900962,40.97860625073659,56.84,86.68,1.98,30.33,2.4,0.34,1
Lamu,2025-12-13,-2.125149800988434,40.93358343055481,40.18,52.16,1.81,28.79,3.01,2.85,0
Lamu,2026-01-12,-2.4172140347122952,40.821536619804306,21.33,30.36,1.81,25.64,3.69,3.8,0
Lamu,2025-11-26,-2.3775193513032695,41.06519586405511,19.7,37.28,2.3,16.16,3.99,4.48,1
Lamu,2025-11-29,-2.2385643605880636,41.03186790009886,58.59,71.59,0.52,14.0,0.0,4.44,1
Lamu,2026-02-01,-2.4214291988651797,40.96692129003395,8.48,46.63,1.18,1.05,2.47,1.97,1
Lamu,2025-11-09,-1.9612433136714074,41.0849350961507,74.07,77.32,0.57,8.09,2.35,1.42,0
Lamu,2026-01-13,-2.425010387347224,40.75751989643349,27.46,39.45,0.94,10.02,3.01,1.6,1
Lamu,2026-01-23,-2.4414205557974964,40.85050322055043,12.0,25.68,0.69,6.83,3.9,0.77,1
Lamu,2026-02-18,-2.145084992957229,40.85896020430438,6.46,45.65,2.1,16.76,4.7,1.29,1
Lamu,2026-01-08,-2.137366829038362,40.95753808262311,30.36,41.77,1.16,13.45,4.4,1.04,1
Lamu,2025-12-19,-2.062734427416072,41.07687707206616,45.87,55.84,1.23,21.72,2.45,1.5,0
Lamu,2025-11-15,-2.2969179676292057,40.752105788653026,61.43,73.01,2.34,14.38,1.82,1.39,1
Lamu,2026-02-01,-2.0899066352750837,40.955974439537314,44.94,62.63,2.57,6.3,1.01,0.61,1
Lamu,2025-12-26,-2.2124387327035695,41.07881371762362,55.03,62.37,1.94,14.24,3.45,0.36,1
Lamu,2025-12-13,-2.2569971212044626,40.84167331046795,34.71,73.24,2.68,23.23,5.25,7.57,1
Lamu,2025-11-28,-2.18838064137235,41.07366139402709,53.7,63.63,2.01,21.28,0.0,0.81,1
Lamu,2026-02-20,-2.4204835170458843,41.099217045809276,26.26,56.02,1.97,13.78,0.0,0.15,1
Lamu,2026-01-16,-2.3970160436451526,40.8939699265098,2.94,48.58,0.97,7.45,0.0,0.03,1
Lamu,2026-02-06,-2.289258070106041,40.85358987140499,23.13,37.3,0.62,18.05,6.37,2.81,0
Lamu,2025-11-04,-2.244048914224618,41.04730934791498,16.34,32.58,2.32,0.0,1.69,1.12,0
Lamu,2025-11-08,-1.9734731993039494,40.96063051113885,15.99,30.07,1.3,24.9,2.09,2.37,0
Lamu,2025-11-06,-2.0171398759444368,41.07922568016847,24.16,97.89,0.52,38.6,0.71,1.31,1
Lamu,2026-02-21,-1.9929040652209176,40.947064891575764,6.51,24.88,2.29,13.73,3.15,0.96,0
Lamu,2026-02-14,-2.070045037975857,41.085127428998256,19.18,33.72,1.5,31.93,3.05,5.75,1
Lamu,2026-01-03,-2.3937437128119963,40.83940847627484,35.1,43.51,1.55,16.65,0.0,5.1,1
Lamu,2025-11-03,-2.1499025481570606,40.81170751958947,12.03,17.48,1.17,20.59,0.65,1.35,1
Lamu,2025-11-24,-2.2163471809119377,41.097506848397785,18.39,37.83,1.24,3.77,2.37,1.27,1
Lamu,2025-11-09,-2.286145839498844,40.80270377107611,26.26,37.32,1.4,3.47,8.58,0.67,1
Lamu,2026-01-03,-2.1199759258758357,41.005862785733235,33.96,53.34,1.98,39.04,3.91,3.16,0
Lamu,2025-11-04,-2.191993518260847,41.09509634150066,37.07,48.45,2.17,29.96,3.1,0.38,1
Lamu,2026-02-22,-2.311394243605835,40.76421073892244,22.8,29.72,0.76,25.4,0.91,2.79,1
Lamu,2025-12-10,-2.395311236431938,40.9820090936982,34.69,35.99,3.0,11.82,2.98,2.11,1
Lamu,2026-01-12,-2.3067457816730634,40.847521818598764,11.91,24.49,2.5,1.41,2.55,0.29,0
Lamu,2026-01-22,-2.3001757053840945,40.838836736431674,37.52,45.87,2.85,15.34,1.6,3.45,1
Lamu,2026-01-21,-2.3015328539729145,40.86281162056553,55.58,61.96,0.59,9.01,2.36,3.63,1
Lamu,2025-10-29,-2.176791767803792,40.86741629316372,0.76,16.02,1.7,18.79,4.65,3.5,1
Lamu,2026-02-06,-2.125836949720416,40.9128747668406,17.03,35.29,0.82,12.58,0.96,0.15,1
Lamu,2026-02-05,-2.4054867484797553,40.85574291549584,43.83,51.29,1.29,5.55,3.2,1.77,0
Lamu,2026-01-28,-2.179824983897865,40.863541223970124,46.46,61.32,2.42,23.98,1.13,6.95,1
Lamu,2026-01-17,-2.3068278805906024,40.894475668525146,26.0,67.54,2.56,34.81,2.56,2.71,0
Lamu,2026-01-02,-2.3147692311718213,41.04153824743018,11.5,38.22,2.02,16.38,2.25,1.39,1
Lamu,2026-02-08,-2.361115986952028,41.07540718969959,17.92,47.79,2.62,23.22,4.43,3.55,1
Lamu,2025-12-08,-2.2263993967984055,40.98470041487869,34.46,78.21,0.64,40.89,3.9,1.11,1
Lamu,2025-12-10,-1.9963564173853448,40.76291857313006,47.37,93.69,0.67,20.01,2.75,0.82,1
Lamu,2025-11-05,-2.3183549123703866,41.0604776546092,35.67,84.11,0.69,23.89,2.39,1.11,0
Lamu,2025-12-27,-2.2817726382916157,41.012531698852264,17.27,31.28,0.79,17.46,2.02,2.39,1
Lamu,2026-01-28,-2.244920516234449,40.95594934355276,13.75,17.06,1.07,11.44,3.61,1.73,0
Lamu,2026-01-06,-2.2648003479602283,41.02811896489049,9.77,41.58,1.85,28.8,0.82,3.13,0
Lamu,2025-12-28,-2.0839265163390523,40.782782326115736,30.02,33.16,2.14,25.56,3.59,1.06,1
Lamu,2026-02-19,-2.0399333829055175,41.044360653571125,18.34,26.5,2.51,33.48,3.13,0.37,1
Lamu,2026-02-16,-2.2034587919022948,41.07717945614936,31.03,40.32,2.13,11.45,3.2,1.25,0
Lamu,2026-02-07,-2.225677312907761,40.78109756524785,20.42,34.8,1.91,20.61,5.43,5.0,0
Lamu,2026-01-09,-1.9666384263527523,41.09998498339821,40.57,49.28,1.49,10.94,3.73,3.31,1
Lamu,2025-11-18,-1.9754149468359885,41.07465113056545,49.65,62.69,1.7,30.83,3.41,3.03,1
Lamu,2025-11-20,-1.9716546605278362,40.94106236415442,34.93,64.24,0.5,16.01,0.54,3.12,0
Lamu,2026-02-21,-2.3608429179311523,40.844609118381086,11.68,67.66,2.12,22.26,1.28,6.15,1
Lamu,2026-01-05,-2.235696551179277,40.82306881933504,16.59,23.37,2.63,19.2,4.7,0.55,1
Lamu,2025-11-24,-2.0260429777322173,40.7726028416689,10.5,35.71,1.68,1.12,4.04,0.71,1
Lamu,2026-02-03,-2.358172903636569,40.97176776983189,13.3,21.76,2.6,11.82,3.08,1.54,1
Lamu,2026-01-08,-2.3080711367281084,40.76458853831893,18.74,21.9,2.43,24.2,1.2,0.13,1
Lamu,2025-12-28,-2.086164589072503,40.95113067988532,12.18,50.05,2.59,22.7,4.77,3.11,1
Lamu,2026-01-06,-2.0613310957656474,40.78185931626244,18.98,33.21,1.01,35.22,0.09,2.49,0
Lamu,2025-12-30,-2.15170665975171,41.033507981062435,64.38,92.78,2.19,36.5,2.23,8.68,0
Lamu,2026-01-03,-2.4079000551767145,40.907723595795666,12.26,35.42,1.72,34.88,1.14,4.09,1
Lamu,2025-12-06,-1.9573877350605506,41.0879259671442,16.4,21.81,1.3,0.0,0.0,1.6,1
Lamu,2026-02-25,-2.036250382389419,40.90591281343411,25.36,55.63,1.81,15.79,6.37,0.87,0
Lamu,2026-01-19,-2.1207419264064127,40.765748632707684,15.22,22.25,1.5,41.86,0.0,0.27,0
Lamu,2025-11-08,-2.3154083708681688,41.0767702782383,19.02,31.67,1.06,0.94,4.18,2.62,1
Lamu,2025-11-12,-2.3378178077752585,40.87646851684072,40.86,47.76,2.47,16.44,2.53,1.29,1
Lamu,2026-02-22,-2.1309080664871174,40.83404998659902,14.15,37.59,1.81,19.12,3.82,4.13,1
